loan_id,business_age_years,sector,num_employees,annual_revenue_usd,loan_amount_usd,loan_term_months,interest_rate_pct,credit_score,debt_to_income_ratio,loan_purpose,state,default_flag,default_probability,decision,underwriter_brief
L00352,3,Healthcare,436,2255017.51,339063.31,12,17.67,721,0.207,Real Estate,PA,0,0.698,Decline,"RISK SUMMARY: Decline at 69.8% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00353,2,Construction,186,2017912.09,360822.25,48,9.49,710,0.107,Real Estate,WA,1,0.4634,Review,"RISK SUMMARY: Review at 46.3% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00354,10,Hospitality,449,2827113.41,115690.63,48,14.51,732,0.542,Real Estate,NY,0,0.6656,Decline,"RISK SUMMARY: Decline at 66.6% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.54) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00355,14,Construction,460,2100259.25,419400.65,60,5.66,626,0.267,Refinancing,WA,1,0.4813,Review,"RISK SUMMARY: Review at 48.1% default probability. Requested loan amount ($419,401) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($419,401) is large for this portfolio.
- Interest rate (5.66%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00356,19,Agriculture,194,487818.98,210635.71,36,10.1,756,0.491,Equipment,FL,0,0.173,Approve,"RISK SUMMARY: Approve at 17.3% default probability. Debt-to-income ratio (0.49) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.49) is high relative to the training portfolio.
- Annual revenue ($487,819) is low relative to requested credit.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00357,13,Technology,285,2478398.81,413171.62,36,15.77,675,0.372,Expansion,FL,1,0.4664,Review,"RISK SUMMARY: Review at 46.6% default probability. Requested loan amount ($413,172) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($413,172) is large for this portfolio.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00358,1,Manufacturing,136,1535838.57,323872.05,48,6.18,667,0.329,Expansion,FL,1,0.566,Review,"RISK SUMMARY: Review at 56.6% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Interest rate (6.18%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00359,1,Retail,393,1422224.32,497223.15,12,12.59,705,0.42,Refinancing,GA,1,0.8985,Decline,"RISK SUMMARY: Decline at 89.8% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Requested loan amount ($497,223) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00360,9,Construction,353,2406401.53,350180.1,12,9.54,528,0.565,Equipment,PA,1,0.9097,Decline,"RISK SUMMARY: Decline at 91.0% default probability. Low credit score (528) materially increases default risk.

KEY SIGNALS:
- Low credit score (528) materially increases default risk.
- Debt-to-income ratio (0.56) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00361,2,Manufacturing,165,2332167.64,349708.69,36,6.7,659,0.299,Real Estate,CA,1,0.6685,Decline,"RISK SUMMARY: Decline at 66.9% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00362,10,Technology,273,3212785.3,47645.07,24,14.85,613,0.521,Refinancing,NY,0,0.729,Decline,"RISK SUMMARY: Decline at 72.9% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Credit score (613) is below the stronger-performing borrower range.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00363,11,Agriculture,434,3440587.4,157525.43,36,5.79,700,0.553,Working Capital,NY,0,0.5002,Review,"RISK SUMMARY: Review at 50.0% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.55) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00364,12,Agriculture,250,2089372.8,461244.61,24,5.88,599,0.377,Equipment,NC,0,0.4602,Review,"RISK SUMMARY: Review at 46.0% default probability. Low credit score (599) materially increases default risk.

KEY SIGNALS:
- Low credit score (599) materially increases default risk.
- Requested loan amount ($461,245) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00365,17,Agriculture,274,3577108.28,354109.8,12,10.13,559,0.164,Equipment,CA,0,0.5187,Review,"RISK SUMMARY: Review at 51.9% default probability. Low credit score (559) materially increases default risk.

KEY SIGNALS:
- Low credit score (559) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00366,10,Construction,187,738119.21,226549.57,60,11.56,695,0.195,Real Estate,CA,0,0.2302,Approve,"RISK SUMMARY: Approve at 23.0% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Business operating history (10 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00367,4,Manufacturing,67,4291235.29,79756.07,24,8.65,627,0.172,Working Capital,GA,0,0.2106,Approve,"RISK SUMMARY: Approve at 21.1% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Credit score (627) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00368,4,Retail,11,3884726.92,381093.68,12,7.15,536,0.536,Refinancing,PA,1,0.9579,Decline,"RISK SUMMARY: Decline at 95.8% default probability. Low credit score (536) materially increases default risk.

KEY SIGNALS:
- Low credit score (536) materially increases default risk.
- Business operating history (4 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00369,2,Hospitality,62,4547220.03,31207.93,36,13.51,569,0.53,Refinancing,FL,1,0.7189,Decline,"RISK SUMMARY: Decline at 71.9% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (569) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00370,19,Manufacturing,96,3369473.21,24336.97,24,15.92,662,0.622,Real Estate,WA,0,0.2732,Approve,"RISK SUMMARY: Approve at 27.3% default probability. Debt-to-income ratio (0.62) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.62) is high relative to the training portfolio.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00371,17,Agriculture,375,3084134.32,257405.52,12,5.84,527,0.391,Equipment,IL,0,0.7549,Decline,"RISK SUMMARY: Decline at 75.5% default probability. Low credit score (527) materially increases default risk.

KEY SIGNALS:
- Low credit score (527) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00372,25,Healthcare,4,4869220.52,58356.0,24,16.93,763,0.302,Refinancing,NY,0,0.0552,Approve,"RISK SUMMARY: Approve at 5.5% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Loan term (24 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00373,4,Manufacturing,429,1806370.61,196011.38,24,11.44,728,0.162,Real Estate,TX,0,0.5295,Review,"RISK SUMMARY: Review at 52.9% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00374,17,Manufacturing,255,3823254.71,355318.15,60,14.25,562,0.28,Working Capital,GA,0,0.1432,Approve,"RISK SUMMARY: Approve at 14.3% default probability. Low credit score (562) materially increases default risk.

KEY SIGNALS:
- Low credit score (562) materially increases default risk.
- Requested loan amount ($355,318) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00375,20,Construction,161,3450880.46,422134.19,24,11.98,668,0.642,Expansion,FL,0,0.4175,Review,"RISK SUMMARY: Review at 41.8% default probability. Debt-to-income ratio (0.64) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.64) is high relative to the training portfolio.
- Requested loan amount ($422,134) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00376,16,Construction,190,937521.55,499374.43,48,13.57,722,0.341,Working Capital,TX,0,0.158,Approve,"RISK SUMMARY: Approve at 15.8% default probability. Requested loan amount ($499,374) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($499,374) is large for this portfolio.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00377,13,Construction,304,4888975.73,373301.76,24,5.37,621,0.286,Refinancing,GA,0,0.5519,Review,"RISK SUMMARY: Review at 55.2% default probability. Credit score (621) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (621) is below the stronger-performing borrower range.
- Interest rate (5.37%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00378,14,Construction,257,1428665.74,359611.97,60,12.51,724,0.296,Refinancing,GA,0,0.1832,Approve,"RISK SUMMARY: Approve at 18.3% default probability. Requested loan amount ($359,612) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($359,612) is large for this portfolio.
- Annual revenue ($1,428,666) is low relative to requested credit.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00379,17,Technology,77,3851597.8,62937.97,36,11.11,638,0.446,Equipment,CA,1,0.277,Approve,"RISK SUMMARY: Approve at 27.7% default probability. Credit score (638) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (638) is below the stronger-performing borrower range.
- Debt-to-income ratio (0.45) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00380,2,Agriculture,36,2515767.8,23106.96,24,9.67,687,0.184,Refinancing,PA,1,0.46,Review,"RISK SUMMARY: Review at 46.0% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00381,3,Construction,386,2623747.12,251171.88,48,7.23,774,0.37,Real Estate,NC,0,0.203,Approve,"RISK SUMMARY: Approve at 20.3% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00382,18,Healthcare,11,4765273.45,25483.28,48,16.38,580,0.311,Real Estate,GA,0,0.2172,Approve,"RISK SUMMARY: Approve at 21.7% default probability. Low credit score (580) materially increases default risk.

KEY SIGNALS:
- Low credit score (580) materially increases default risk.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00383,2,Retail,92,2805499.42,431576.74,36,16.44,604,0.37,Equipment,IL,1,0.7892,Decline,"RISK SUMMARY: Decline at 78.9% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Credit score (604) is below the stronger-performing borrower range.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00384,23,Hospitality,251,3831855.13,288739.06,48,13.41,796,0.415,Expansion,NC,0,0.0394,Approve,"RISK SUMMARY: Approve at 3.9% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00385,17,Retail,202,1353785.37,299612.11,48,12.83,700,0.522,Real Estate,WA,1,0.5437,Review,"RISK SUMMARY: Review at 54.4% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00386,19,Retail,67,4192824.05,180949.63,60,4.86,694,0.309,Expansion,WA,0,0.2632,Approve,"RISK SUMMARY: Approve at 26.3% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Interest rate (4.86%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00387,14,Technology,30,3323138.03,131330.83,36,12.5,553,0.578,Working Capital,WA,1,0.4409,Review,"RISK SUMMARY: Review at 44.1% default probability. Low credit score (553) materially increases default risk.

KEY SIGNALS:
- Low credit score (553) materially increases default risk.
- Debt-to-income ratio (0.58) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00388,6,Retail,277,1664278.35,235845.6,48,12.17,735,0.247,Expansion,PA,1,0.5554,Review,"RISK SUMMARY: Review at 55.5% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00389,11,Hospitality,294,1981988.91,290543.94,48,5.85,625,0.285,Refinancing,WA,0,0.66,Decline,"RISK SUMMARY: Decline at 66.0% default probability. Credit score (625) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (625) is below the stronger-performing borrower range.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00390,10,Technology,498,2208156.1,253506.34,12,15.85,794,0.218,Real Estate,CA,0,0.3832,Approve,"RISK SUMMARY: Approve at 38.3% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00391,19,Hospitality,413,1168135.59,374015.13,12,14.19,568,0.426,Real Estate,TX,0,0.8744,Decline,"RISK SUMMARY: Decline at 87.4% default probability. Low credit score (568) materially increases default risk.

KEY SIGNALS:
- Low credit score (568) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00392,17,Hospitality,220,1088208.84,399869.36,36,11.31,673,0.338,Refinancing,WA,0,0.4962,Review,"RISK SUMMARY: Review at 49.6% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Requested loan amount ($399,869) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00393,13,Technology,321,2601077.7,339064.52,60,6.94,529,0.445,Refinancing,NY,0,0.8455,Decline,"RISK SUMMARY: Decline at 84.5% default probability. Low credit score (529) materially increases default risk.

KEY SIGNALS:
- Low credit score (529) materially increases default risk.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00394,7,Construction,494,4128344.6,469670.47,36,17.15,792,0.545,Expansion,PA,0,0.5456,Review,"RISK SUMMARY: Review at 54.6% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- Debt-to-income ratio (0.55) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00395,2,Healthcare,104,1853159.61,82394.41,24,14.58,673,0.564,Expansion,WA,0,0.7113,Decline,"RISK SUMMARY: Decline at 71.1% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Debt-to-income ratio (0.56) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00396,3,Construction,106,4237536.57,140798.03,36,13.22,651,0.478,Equipment,GA,0,0.4948,Review,"RISK SUMMARY: Review at 49.5% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Debt-to-income ratio (0.48) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00397,5,Manufacturing,16,1265653.72,415342.12,48,11.05,743,0.332,Working Capital,FL,0,0.1258,Approve,"RISK SUMMARY: Approve at 12.6% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Requested loan amount ($415,342) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00398,5,Retail,134,3958865.71,146108.28,60,6.88,541,0.63,Expansion,CA,1,0.8768,Decline,"RISK SUMMARY: Decline at 87.7% default probability. Low credit score (541) materially increases default risk.

KEY SIGNALS:
- Low credit score (541) materially increases default risk.
- Business operating history (5 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00399,2,Agriculture,461,465451.23,304783.87,12,16.66,728,0.593,Working Capital,GA,1,0.6454,Review,"RISK SUMMARY: Review at 64.5% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Debt-to-income ratio (0.59) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00400,24,Agriculture,73,1218403.7,289776.96,60,17.09,787,0.465,Refinancing,NC,0,0.0158,Approve,"RISK SUMMARY: Approve at 1.6% default probability. Debt-to-income ratio (0.47) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.47) is high relative to the training portfolio.
- Annual revenue ($1,218,404) is low relative to requested credit.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
